locus,num_diploids.BCF,num_diploids.FRHF,num_diploids.FRHS,num_diploids.MDF,num_diploids.SJRF,num_diploids.CHLF,num_diploids.BCS,num_diploids.MDS,num_diploids.SRW,num_diploids.ERF,num_diploids.RRF,num_diploids.IGHF,num_diploids.TRF,num_diploids.TRS,num_diploids.BCkF,num_diploids.CRHS,num_diploids.SmRF,num_alleles.BCF,num_alleles.FRHF,num_alleles.FRHS,num_alleles.MDF,num_alleles.SJRF,num_alleles.CHLF,num_alleles.BCS,num_alleles.MDS,num_alleles.SRW,num_alleles.ERF,num_alleles.RRF,num_alleles.IGHF,num_alleles.TRF,num_alleles.TRS,num_alleles.BCkF,num_alleles.CRHS,num_alleles.SmRF,exp_Hz.BCF,exp_Hz.FRHF,exp_Hz.FRHS,exp_Hz.MDF,exp_Hz.SJRF,exp_Hz.CHLF,exp_Hz.BCS,exp_Hz.MDS,exp_Hz.SRW,exp_Hz.ERF,exp_Hz.RRF,exp_Hz.IGHF,exp_Hz.TRF,exp_Hz.TRS,exp_Hz.BCkF,exp_Hz.CRHS,exp_Hz.SmRF,obs_Hz.BCF,obs_Hz.FRHF,obs_Hz.FRHS,obs_Hz.MDF,obs_Hz.SJRF,obs_Hz.CHLF,obs_Hz.BCS,obs_Hz.MDS,obs_Hz.SRW,obs_Hz.ERF,obs_Hz.RRF,obs_Hz.IGHF,obs_Hz.TRF,obs_Hz.TRS,obs_Hz.BCkF,obs_Hz.CRHS,obs_Hz.SmRF
Ots_SWS1op-182,44,106,201,70,77,288,114,81,109,91,92,91,41,46,51,50,45,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,0.08677685950413205,0.04605731577073702,0.05322888047325569,0,0.012902681733850452,0.060546875,0.025969529085872578,0.036351165980795574,0.009132227926942127,0.33039487984542926,0.48292769376181477,0.4804371452723101,0.49881023200475905,0.49787334593572774,0.46751249519415605,0.46619999999999995,0.49975308641975313,0.09090909090909091,0.04716981132075472,0.05472636815920398,0,0.012987012987012988,0.0625,0.02631578947368421,0.037037037037037035,0.009174311926605505,0.3076923076923077,0.4673913043478261,0.5604395604395604,0.5121951219512195,0.5434782608695652,0.3137254901960784,0.54,0.4888888888888889
Ots_aspat-196,44,106,200,69,77,288,114,81,109,93,92,92,41,45,56,50,45,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.35123966942148765,0.3554200783196868,0.3871875,0.3402646502835538,0.3440715129026817,0.3784481095679013,0.3220991074176669,0.285932022557537,0.03602390371180886,0.29876286275870034,0.5,0.4763705103969753,0.4952409280190362,0.5,0.46412627551020413,0.42000000000000004,0.48,0.3181818181818182,0.36792452830188677,0.395,0.37681159420289856,0.3116883116883117,0.3680555555555556,0.2982456140350877,0.24691358024691357,0.03669724770642202,0.3225806451612903,0.5434782608695652,0.5652173913043478,0.5609756097560976,0.5555555555555556,0.5535714285714286,0.4,0.5333333333333333
Ots_mybp-85,42,106,201,66,77,287,112,79,109,93,92,93,41,45,55,50,45,3,3,3,3,3,3,2,2,3,3,3,3,2,2,3,3,3,0.509920634920635,0.4948825204699181,0.5288854236281281,0.4816345270890725,0.45749704840613936,0.5406706406536439,0.4296875,0.4740426213747797,0.514224391886205,0.4992484680309862,0.5640359168241965,0.13128685397155748,0.024092801903628835,0.04345679012345682,0.15322314049586772,0.3944000000000001,0.3212345679012345,0.4523809523809524,0.6037735849056604,0.5024875621890548,0.45454545454545453,0.4155844155844156,0.5296167247386759,0.48214285714285715,0.4430379746835443,0.5412844036697247,0.5161290322580645,0.5652173913043478,0.13978494623655913,0.024390243902439025,0.044444444444444446,0.16363636363636364,0.34,0.3111111111111111
Ots_myoD-364,44,106,201,70,77,289,114,81,109,93,92,92,41,46,55,50,45,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.2518078512396693,0.24296902812388743,0.21781639068339897,0.3526530612244898,0.21630966436161247,0.2770081775840807,0.13050169282856272,0.285932022557537,0.027144179782846667,0.4942189848537404,0.48292769376181477,0.4191280718336484,0.47025580011897683,0.45368620037807184,0.42710743801652895,0.35420000000000007,0.428641975308642,0.1590909090909091,0.2641509433962264,0.208955223880597,0.2857142857142857,0.19480519480519481,0.2768166089965398,0.12280701754385964,0.32098765432098764,0.027522935779816515,0.41935483870967744,0.4673913043478261,0.358695652173913,0.4634146341463415,0.5217391304347826,0.43636363636363634,0.42,0.4444444444444444
Ots_u07-07.161,35,105,200,54,77,288,105,69,109,93,91,93,40,45,56,50,46,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.10775510204081629,0.23111111111111104,0.2035499999999999,0.1527777777777779,0.18620340698262772,0.08935546875,0.2169614512471656,0.20499894980046207,0.04481945964144418,0.44080240490230094,0.4804371452723101,0.06243496357960443,0.04875000000000007,0.1434567901234567,0.38376913265306123,0.3317999999999999,0.4940926275992439,0.11428571428571428,0.26666666666666666,0.2,0.16666666666666666,0.15584415584415584,0.08680555555555555,0.17142857142857143,0.2028985507246377,0.045871559633027525,0.46236559139784944,0.5164835164835165,0.06451612903225806,0.05,0.15555555555555556,0.3392857142857143,0.38,0.45652173913043476
Ots_u07-49.290,39,100,201,65,77,285,114,78,109,90,91,93,41,46,56,50,45,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.4444444444444444,0.45194999999999996,0.46118907947823073,0.447810650887574,0.46626749873503115,0.374121268082487,0.43844259772237615,0.41584483892176194,0.4848076761215385,0.4960493827160495,0.4782031155657529,0.4578563995837669,0.41403926234384303,0.3523156899810964,0.3565051020408163,0.45499999999999996,0.45160493827160497,0.5128205128205128,0.47,0.48258706467661694,0.49230769230769234,0.42857142857142855,0.35789473684210527,0.42105263157894735,0.41025641025641024,0.5137614678899083,0.4,0.2857142857142857,0.5161290322580645,0.43902439024390244,0.32608695652173914,0.39285714285714285,0.42,0.4666666666666667
Ots_u4-92,39,101,201,56,77,283,112,74,109,93,91,93,40,45,56,50,45,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.3261012491781723,0.2598274678953044,0.22524194945669662,0.25749362244897966,0.28917186709394493,0.19783615727503157,0.14779974489795933,0.1022644265887509,0.4595572763235418,0.2848884264076772,0.46805941311435817,0.40282113539137465,0.45499999999999996,0.45160493827160497,0.415656887755102,0.4967999999999999,0.49975308641975313,0.358974358974359,0.22772277227722773,0.208955223880597,0.26785714285714285,0.35064935064935066,0.20848056537102475,0.14285714285714285,0.10810810810810811,0.5871559633027523,0.25806451612903225,0.43956043956043955,0.40860215053763443,0.5,0.4666666666666667,0.3392857142857143,0.44,0.5333333333333333
Ots_unk_526,36,104,201,53,77,287,108,71,109,93,92,93,39,45,55,50,46,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.4243827160493827,0.46112241124260356,0.4821291552189302,0.4699181203275187,0.47562826783606005,0.43050176644125826,0.39707647462277085,0.38534021027573884,0.03602390371180886,0.16608856515204073,0.22684310018903586,0.4902300844028211,0.4049967126890204,0.4841975308641975,0.3609917355371901,0.4998,0.24267485822306223,0.5,0.4326923076923077,0.5522388059701493,0.41509433962264153,0.4155844155844156,0.43902439024390244,0.37962962962962965,0.352112676056338,0.01834862385321101,0.1827956989247312,0.17391304347826086,0.5161290322580645,0.41025641025641024,0.5555555555555556,0.36363636363636365,0.66,0.2391304347826087
tag_id_1030,43,103,155,68,79,263,108,80,19,92,91,88,41,46,56,50,45,4,4,4,4,4,4,4,4,4,3,3,4,2,3,4,3,3,0.6552190373174689,0.6174003204826091,0.6623309053069719,0.6614403114186851,0.6460503124499279,0.636766470528705,0.678326474622771,0.674296875,0.7146814404432134,0.6417178638941399,0.6083202511773941,0.5380294421487604,0.4997025580011898,0.4893667296786389,0.5175382653061225,0.5474,0.6103703703703705,0.5581395348837209,0.6310679611650486,0.6903225806451613,0.6029411764705882,0.6455696202531646,0.688212927756654,0.7129629629629629,0.725,0.5789473684210527,0.6847826086956522,0.6813186813186813,0.6363636363636364,0.43902439024390244,0.45652173913043476,0.5535714285714286,0.6,0.6
tag_id_1079,40,95,143,63,79,262,111,78,19,92,91,90,41,45,56,50,45,3,3,3,3,3,2,2,3,3,2,2,3,2,2,3,4,2,0.38093750000000015,0.37789473684210517,0.44342021614748894,0.37301587301587313,0.29762858516263413,0.33171143872734676,0.47041636230825423,0.3606180144641683,0.2728531855955679,0.17651228733459345,0.18699432435696162,0.2673456790123456,0.024092801903628835,0.021975308641975166,0.1640625000000001,0.09660000000000013,0.30641975308641967,0.35,0.37894736842105264,0.4405594405594406,0.38095238095238093,0.2911392405063291,0.3435114503816794,0.45045045045045046,0.358974358974359,0.21052631578947367,0.1956521739130435,0.2087912087912088,0.28888888888888886,0.024390243902439025,0.022222222222222223,0.14285714285714285,0.1,0.37777777777777777
tag_id_1126,35,106,150,57,79,260,108,72,19,93,91,92,40,45,56,50,46,3,3,4,3,3,3,2,3,2,2,4,2,2,2,3,3,3,0.27469387755102037,0.25013349946600205,0.26371111111111123,0.20760233918128657,0.27727928216631936,0.22861686390532554,0.12122770919067216,0.2527970679012346,0.05124653739612173,0.31870736501329633,0.30092983939137774,0.07319234404536856,0.1171875,0.1049382716049383,0.2472895408163266,0.4413999999999999,0.3733459357277883,0.2,0.24528301886792453,0.25333333333333335,0.22807017543859648,0.25316455696202533,0.2230769230769231,0.12962962962962962,0.2361111111111111,0.05263157894736842,0.3333333333333333,0.3076923076923077,0.07608695652173914,0.125,0.1111111111111111,0.21428571428571427,0.48,0.41304347826086957
tag_id_1144,43,106,155,70,79,266,112,80,19,91,92,93,41,46,56,50,46,1,3,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,0,0.01873442506229983,0,0,0,0,0,0,0,0.28982007003985033,0.2943643667296787,0.2632096196092033,0.41403926234384303,0.4054820415879017,0.34677933673469385,0.24080000000000013,0.3523156899810964,0,0.018867924528301886,0,0,0,0,0,0,0,0.3076923076923077,0.29347826086956524,0.26881720430107525,0.3902439024390244,0.34782608695652173,0.3392857142857143,0.2,0.2826086956521739
tag_id_1191,43,102,152,66,79,265,111,80,19,93,91,90,41,46,55,50,45,4,4,4,4,4,4,4,4,4,5,5,3,3,3,4,3,4,0.6195240670632775,0.5683391003460208,0.589941135734072,0.5019513314967861,0.5947764781285051,0.5620007119971521,0.6794903011119227,0.6527343750000001,0.5498614958448754,0.4813851312290438,0.7165801231735298,0.5310493827160494,0.5624628197501487,0.5503308128544424,0.5925619834710745,0.5832,0.5869135802469135,0.5813953488372093,0.5882352941176471,0.5592105263157895,0.5454545454545454,0.620253164556962,0.5509433962264151,0.6936936936936937,0.625,0.47368421052631576,0.45161290322580644,0.6703296703296703,0.6555555555555556,0.5365853658536586,0.5,0.41818181818181815,0.66,0.5777777777777777
tag_id_120,43,105,155,66,79,266,109,79,19,92,91,88,41,46,55,50,46,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,0.4031909140075718,0.3889795918367346,0.48466181061394376,0.49173553719008267,0.362121454895049,0.42209141274238227,0.37231714502146274,0.43710943759012977,0.5221606648199446,0.5028946124763705,0.5298273155416013,0.46313274793388426,0.5591909577632361,0.5290642722117203,0.5910743801652893,0.6182000000000001,0.6112948960302458,0.4418604651162791,0.4095238095238095,0.4838709677419355,0.4393939393939394,0.34177215189873417,0.37218045112781956,0.3853211009174312,0.43037974683544306,0.3157894736842105,0.4782608695652174,0.4835164835164835,0.4659090909090909,0.5853658536585366,0.5,0.5272727272727272,0.7,0.6304347826086957
tag_id_1243,39,104,202,59,79,288,110,75,106,91,91,92,41,45,56,50,44,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,0.5341880341880343,0.5371209319526626,0.5391260660719537,0.5511347313990232,0.5318859157186349,0.50048828125,0.36512396694214877,0.5247111111111111,0.4784175863296547,0.49746407438715123,0.5035019925129814,0.4659735349716446,0.2498512790005949,0.29234567901234576,0.4921875,0.45499999999999996,0.41632231404958675,0.48717948717948717,0.4519230769230769,0.49504950495049505,0.4915254237288136,0.5569620253164557,0.4722222222222222,0.3090909090909091,0.5866666666666667,0.46226415094339623,0.46153846153846156,0.5054945054945055,0.45652173913043476,0.24390243902439024,0.26666666666666666,0.48214285714285715,0.46,0.2727272727272727
tag_id_1276,43,106,202,67,79,288,113,78,108,92,92,91,40,46,56,50,45,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,0.33098972417523,0.4016998932004272,0.3623174198607979,0.3127645355312987,0.337766383592373,0.3398377218364197,0.3636933197587908,0.2603550295857988,0.4890260631001372,0.4997637051039697,0.4940926275992439,0.47337278106508884,0.6003125,0.6344517958412098,0.49808673469387754,0.5262,0.4414814814814815,0.32558139534883723,0.4056603773584906,0.3564356435643564,0.29850746268656714,0.3037974683544304,0.3368055555555556,0.40707964601769914,0.23076923076923078,0.46296296296296297,0.5,0.43478260869565216,0.4835164835164835,0.575,0.43478260869565216,0.44642857142857145,0.56,0.26666666666666666
tag_id_1281,39,104,156,64,79,268,110,78,25,93,91,92,41,46,56,50,46,4,4,4,4,3,4,5,4,3,7,7,6,5,7,8,6,8,0.6637080867850098,0.6496856508875739,0.6742480276134122,0.6795654296875,0.6626341932382631,0.6289193027400312,0.6987603305785124,0.6828566732412886,0.3064000000000001,0.7647704936986934,0.7750875498128246,0.40784499054820433,0.39351576442593694,0.4395085066162573,0.6371173469387755,0.5526,0.7301512287334593,0.717948717948718,0.6826923076923077,0.6666666666666666,0.796875,0.6835443037974683,0.6567164179104478,0.6727272727272727,0.5512820512820513,0.28,0.6451612903225806,0.6593406593406593,0.34782608695652173,0.3902439024390244,0.41304347826086957,0.5892857142857143,0.6,0.6739130434782609
tag_id_1363,31,106,200,52,79,279,106,68,96,90,91,90,40,45,54,50,45,3,3,3,3,3,3,3,3,3,4,4,4,3,4,4,4,4,0.5291363163371487,0.5220719117123532,0.5088874999999999,0.4548816568047338,0.4786893126101587,0.495233874179417,0.35795656817372723,0.44928633217993075,0.6347113715277778,0.4371604938271605,0.5478203115565752,0.5869753086419752,0.4465625,0.44172839506172845,0.674039780521262,0.6644,0.6377777777777778,0.4838709677419355,0.5283018867924528,0.545,0.40384615384615385,0.4810126582278481,0.46953405017921146,0.330188679245283,0.5147058823529411,0.5625,0.4444444444444444,0.46153846153846156,0.6111111111111112,0.5,0.4888888888888889,0.5925925925925926,0.72,0.7555555555555555
tag_id_1413,37,105,156,64,79,267,109,79,20,90,91,89,40,45,55,50,45,3,3,3,3,2,3,2,2,3,4,4,3,2,4,4,4,4,0.49634769905040177,0.49972789115646254,0.5086086456278763,0.4989013671875,0.49607434705976605,0.5303132320554362,0.48922649608618807,0.49198846338727764,0.48625000000000007,0.43666666666666665,0.5646661031276415,0.5431763666203762,0.46875,0.5503703703703704,0.48528925619834706,0.45220000000000005,0.18567901234567896,0.4864864864864865,0.45714285714285713,0.5256410256410257,0.421875,0.4810126582278481,0.5355805243445693,0.48623853211009177,0.5189873417721519,0.4,0.4,0.5274725274725275,0.4943820224719101,0.4,0.6,0.5636363636363636,0.5,0.2
tag_id_1425,35,102,151,57,79,259,105,73,19,91,91,91,40,45,55,50,46,3,3,3,3,3,3,3,3,1,4,3,3,3,3,4,4,4,0.2053061224489796,0.2476451364859671,0.27437393096794016,0.2306863650353954,0.15390161833039573,0.3346103963864582,0.08240362811791369,0.1965659598423719,0,0.43032242482791927,0.34385943726603074,0.22442941673710914,0.2584375000000001,0.3792592592592593,0.2160330578512396,0.23719999999999997,0.1431947069943289,0.22857142857142856,0.28431372549019607,0.25165562913907286,0.22807017543859648,0.16455696202531644,0.35135135135135137,0.08571428571428572,0.2191780821917808,0,0.42857142857142855,0.3626373626373626,0.21978021978021978,0.3,0.4222222222222222,0.23636363636363636,0.26,0.15217391304347827
tag_id_1470,42,100,147,68,79,256,113,81,19,89,91,88,37,43,45,49,42,3,4,4,3,4,3,3,3,3,4,4,3,3,3,4,4,4,0.5229591836734694,0.5801499999999999,0.5728862973760933,0.50594723183391,0.539096298670085,0.50618743896484375,0.643903203069935,0.5961743636640756,0.5872576177285319,0.587299583385936,0.49245260234271226,0.5009684917355373,0.5109569028487948,0.489724175229854,0.6204938271604938,0.5254060807996668,0.5847505668934241,0.40476190476190477,0.53,0.6054421768707483,0.5294117647058824,0.5443037974683544,0.5390625,0.6991150442477876,0.6172839506172839,0.5789473684210527,0.6179775280898876,0.4945054945054945,0.5227272727272727,0.2972972972972973,0.4883720930232558,0.5333333333333333,0.6122448979591837,0.5238095238095238
tag_id_1551,44,106,182,70,79,272,112,81,75,90,91,89,41,46,54,50,45,3,4,3,3,3,4,3,3,3,4,4,4,4,4,4,4,4,0.3997933884297521,0.4603951584193664,0.4094463229078613,0.47071428571428575,0.48045185066495766,0.523092830882353,0.31413424744897955,0.600594421582076,0.5252444444444444,0.7369753086419752,0.6345248158434972,0.5338341118545639,0.5389649018441404,0.46077504725897933,0.6059670781893004,0.6772,0.6506172839506174,0.4318181818181818,0.5,0.37362637362637363,0.4857142857142857,0.5189873417721519,0.49264705882352944,0.2767857142857143,0.691358024691358,0.4,0.7888888888888889,0.6483516483516484,0.4606741573033708,0.5609756097560976,0.6086956521739131,0.6481481481481481,0.66,0.6888888888888889
tag_id_1554,44,106,202,70,79,290,114,81,108,93,92,87,40,46,56,50,45,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0.46461776859504134,0.5024919900320399,0.516567003234977,0.49806122448979595,0.4373497836885113,0.502205707491082,0.5695983379501386,0.5339887212315195,0.6585648148148148,0.13995837669094702,0.12381852551984873,0.6297397278372308,0.6309374999999999,0.6349243856332702,0.5878507653061225,0.6496,0.402716049382716,0.4772727272727273,0.4811320754716981,0.44554455445544555,0.5,0.43037974683544306,0.4896551724137931,0.6052631578947368,0.5308641975308642,0.6574074074074074,0.15053763440860216,0.13043478260869565,0.7011494252873564,0.75,0.6304347826086957,0.6428571428571429,0.58,0.37777777777777777
tag_id_1692,41,106,155,70,79,265,111,80,19,92,91,87,41,46,56,50,45,5,5,5,5,5,5,5,5,3,5,5,5,5,4,5,5,5,0.48423557406305784,0.3516375934496262,0.3192924037460979,0.44500000000000006,0.47003685306841847,0.49147027411890365,0.6079863647431215,0.41234375,0.3864265927977839,0.37907608695652184,0.4204202391015577,0.6574184172281674,0.7031528851873885,0.7455103969754253,0.7256058673469388,0.743,0.7444444444444445,0.4878048780487805,0.330188679245283,0.32903225806451614,0.42857142857142855,0.5063291139240507,0.5245283018867924,0.5675675675675675,0.4,0.3157894736842105,0.32608695652173914,0.4175824175824176,0.7126436781609196,0.8292682926829268,0.7608695652173914,0.6964285714285714,0.68,0.8222222222222222
tag_id_1733,44,106,202,69,79,291,114,80,109,93,92,93,41,45,56,50,46,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0.528150826446281,0.4957280170879317,0.4968017841388098,0.5392774627179164,0.44696362762377817,0.48219199111961375,0.2981301939058172,0.485078125,0.5393906236848751,0.40368828766331366,0.4081403591682419,0.32391027864493016,0.4411064842355741,0.3970370370370371,0.34741709183673475,0.36239999999999994,0.41375236294896045,0.5681818181818182,0.5754716981132075,0.4900990099009901,0.5072463768115942,0.5063291139240507,0.4639175257731959,0.2807017543859649,0.55,0.5137614678899083,0.3655913978494624,0.4673913043478261,0.25806451612903225,0.43902439024390244,0.4444444444444444,0.35714285714285715,0.36,0.43478260869565216
tag_id_186,36,106,155,64,79,263,109,78,19,89,91,90,41,45,55,50,45,2,3,3,3,3,3,2,3,2,3,3,3,3,2,3,3,2,0.17554012345679015,0.14822890708437175,0.25065556711758596,0.1041259765625,0.07346579073866355,0.08725729734418586,0.3382291052941673,0.09853714661406976,0.36149584487534625,0.23336699911627312,0.11466006520951577,0.2777160493827161,0.15794170136823305,0.19753086419753085,0.23024793388429754,0.3393999999999999,0.1619753086419753,0.19444444444444445,0.16037735849056603,0.2,0.109375,0.0759493670886076,0.09125475285171103,0.3577981651376147,0.10256410256410256,0.3684210526315789,0.24719101123595505,0.10989010989010989,0.23333333333333334,0.17073170731707318,0.2222222222222222,0.2545454545454545,0.42,0.13333333333333333
tag_id_1872,37,104,187,64,73,266,110,77,97,93,91,81,40,45,54,49,45,4,4,3,4,3,4,4,2,2,3,2,3,4,4,3,3,3,0.5635500365230095,0.5725314349112426,0.44130515599531017,0.476318359375,0.45787202101707636,0.5056744304369947,0.5464049586776859,0.48102546803845503,0.4421298756509725,0.3225228350098278,0.4782031155657529,0.49725651577503427,0.5928125,0.611604938271605,0.5488683127572016,0.5547688463140359,0.5353086419753087,0.24324324324324326,0.25961538461538464,0.25668449197860965,0.21875,0.2191780821917808,0.3082706766917293,0.2818181818181818,0.23376623376623376,0.3917525773195876,0.11827956989247312,0.2857142857142857,0.1728395061728395,0.325,0.1111111111111111,0.2037037037037037,0.24489795918367346,0.17777777777777778
tag_id_235,39,102,182,62,77,271,104,75,80,88,91,79,39,44,29,48,42,3,3,3,4,4,3,4,3,3,4,4,3,3,4,4,4,4,0.6525312294543064,0.6657535563244905,0.6543442820915348,0.6714360041623308,0.6647832686793727,0.645000748900478,0.35664755917159774,0.6328,0.213984375,0.457709194214876,0.5164231373022582,0.5838807883352026,0.502629848783695,0.47882231404958686,0.6111771700356718,0.6221788194444444,0.566609977324263,0.6410256410256411,0.7549019607843137,0.6208791208791209,0.6935483870967742,0.7142857142857143,0.6420664206642066,0.3942307692307692,0.5333333333333333,0.2375,0.4090909090909091,0.4725274725274725,0.379746835443038,0.48717948717948717,0.4090909090909091,0.4827586206896552,0.3333333333333333,0.42857142857142855
tag_id_251,40,106,162,69,79,266,110,79,24,90,91,90,41,45,54,48,44,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0.43156249999999996,0.3772249911000357,0.46759259259259256,0.3848981306448225,0.39889440794744435,0.35627367290406464,0.5379752066115703,0.6100785130588047,0.4965277777777777,0.5925308641975309,0.6092863180775269,0.3320370370370369,0.6195716835217133,0.5153086419753086,0.5265775034293554,0.6469184027777778,0.5826446280991736,0.35,0.4056603773584906,0.4506172839506173,0.34782608695652173,0.4177215189873418,0.36466165413533835,0.4727272727272727,0.6582278481012658,0.2916666666666667,0.6777777777777778,0.5714285714285714,0.32222222222222224,0.6585365853658537,0.5111111111111111,0.46296296296296297,0.5625,0.6136363636363636
tag_id_275,8,106,174,11,79,272,59,1,31,90,NA,89,NA,NA,53,48,45,3,3,3,2,3,3,3,2,3,3,NA,3,NA,NA,3,3,3,0.4609375,0.572134211463154,0.5424924032236755,0.43388429752066116,0.5974202852107033,0.5913508326124567,0.6377477736282677,0.5,0.12278876170655573,0.1266049382716049,NA,0.40241131170306776,NA,NA,0.5167319330722677,0.4277343750000001,0.2190123456790123,0.5,0.5754716981132075,0.5344827586206896,0.45454545454545453,0.6582278481012658,0.6066176470588235,0.7627118644067796,1,0.12903225806451613,0.12222222222222222,NA,0.4943820224719101,NA,NA,0.5471698113207547,0.5,0.24444444444444444
tag_id_278,37,103,155,61,79,265,106,76,19,92,86,91,40,46,56,48,45,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,2,3,0.5609934258582907,0.6150909605052314,0.5807284079084287,0.6267132491265789,0.604790898894408,0.5687077251690994,0.6298949804200783,0.5467451523545707,0.5277008310249307,0.5711838374291116,0.5135208220659816,0.42603550295857995,0.4440625,0.4737712665406427,0.45663265306122447,0.4737413194444444,0.3792592592592593,0.5405405405405406,0.6407766990291263,0.6064516129032258,0.7377049180327869,0.5822784810126582,0.5509433962264151,0.6415094339622641,0.5789473684210527,0.6842105263157895,0.532608695652174,0.4418604651162791,0.46153846153846156,0.4,0.5869565217391305,0.375,0.5208333333333334,0.3111111111111111
tag_id_282,40,106,155,63,79,266,113,75,19,93,91,90,41,45,56,50,45,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,0.3871875,0.33441616233535076,0.33515088449531727,0.36281179138322006,0.4230091331517385,0.25552603312793254,0.2493930613203854,0.2777777777777777,0.09972299168975085,0.5596022661579373,0.5960632773819586,0.6275925925925926,0.5582986317668055,0.5679012345679012,0.6595982142857143,0.6632,0.5992592592592594,0.375,0.3490566037735849,0.3225806451612903,0.4126984126984127,0.45569620253164556,0.24812030075187969,0.20353982300884957,0.25333333333333335,0,0.5376344086021505,0.6153846153846154,0.6111111111111112,0.5609756097560976,0.4444444444444444,0.6071428571428571,0.72,0.7333333333333333
tag_id_2_1016,44,106,155,70,79,266,111,81,19,91,91,91,41,46,56,50,45,2,3,3,3,3,2,2,3,2,2,3,3,3,3,3,2,2,0.08677685950413205,0.19441972232111082,0.11544224765868882,0.23642857142857132,0.16255407787213594,0.10975040985923457,0.017855693531369177,0.17139155616521873,0.2285318559556786,0.323934307450791,0.5135249366018597,0.37869822485207094,0.2733491969066033,0.28331758034026455,0.4464285714285715,0.42000000000000004,0.45160493827160497,0.09090909090909091,0.1792452830188679,0.10967741935483871,0.24285714285714285,0.1518987341772152,0.10902255639097744,0.018018018018018018,0.18518518518518517,0.2631578947368421,0.31868131868131866,0.5164835164835165,0.4065934065934066,0.3170731707317073,0.2826086956521739,0.5,0.36,0.3333333333333333
tag_id_2_1158,30,103,193,51,79,272,100,60,81,90,90,88,39,45,50,50,45,4,5,4,4,4,4,4,4,4,5,5,4,2,3,6,6,4,0.6761111111111111,0.6707512489395796,0.6695347526108084,0.6768550557477893,0.6791379586604711,0.709241187283737,0.58585,0.5881944444444445,0.5301021185794849,0.6938271604938272,0.7277160493827161,0.5368672520661157,0.48389217619986846,0.45827160493827157,0.5798,0.7898000000000001,0.7009876543209876,0.6,0.6893203883495146,0.689119170984456,0.7254901960784313,0.5949367088607594,0.6654411764705882,0.55,0.6,0.5308641975308642,0.6555555555555556,0.7333333333333333,0.5909090909090909,0.46153846153846156,0.4444444444444444,0.52,0.7,0.8
tag_id_2_123,41,106,164,64,79,258,111,77,27,87,91,82,41,46,51,50,43,5,5,4,5,4,6,4,4,2,5,4,4,4,4,4,4,4,0.579417013682332,0.6243770024919899,0.6085849196906604,0.6632080078125,0.5188271110398974,0.6731191034192656,0.5382679977274571,0.5355877888345422,0.16803840877914955,0.529396221429515,0.6032483999516967,0.6241820345032718,0.5939916716240334,0.628780718336484,0.49461745482506725,0.5374,0.6114115738236885,0.6097560975609756,0.5943396226415094,0.5914634146341463,0.59375,0.4810126582278481,0.6511627906976745,0.5585585585585585,0.5324675324675324,0.1111111111111111,0.47126436781609193,0.5494505494505495,0.6463414634146342,0.6829268292682927,0.5869565217391305,0.49019607843137253,0.46,0.6511627906976745
tag_id_2_1268,44,105,173,64,79,271,114,78,49,93,92,89,38,46,56,50,46,5,5,5,5,5,5,5,5,4,4,4,4,4,5,4,3,3,0.7011880165289256,0.7167800453514739,0.7040829964248723,0.6539306640625,0.6168883191796187,0.7764940564534797,0.7296860572483841,0.6962524654832347,0.5104123281965848,0.52092727482946,0.5789224952741021,0.6678449690695619,0.6873268698060941,0.6439035916824196,0.6546556122448979,0.6126,0.593336483931947,0.6590909090909091,0.6857142857142857,0.7109826589595376,0.71875,0.5949367088607594,0.8154981549815498,0.8157894736842105,0.7051282051282052,0.40816326530612246,0.4946236559139785,0.6304347826086957,0.5955056179775281,0.5789473684210527,0.6521739130434783,0.5357142857142857,0.62,0.6086956521739131
