Chromosome chrom_length
NW_020135414.1 2465
NW_020135415.1 2462
NW_020135416.1 2461
NW_020135417.1 2459
NW_020135418.1 2458
NW_020135419.1 2456
NW_020135420.1 2454
NW_020135421.1 2451
NW_020135422.1 2450
NW_020135423.1 2450
NW_020135424.1 2447
NW_020135425.1 2447
NW_020135426.1 2445
NW_020135427.1 2443
NW_020135428.1 2442
NW_020135429.1 2440
NW_020135430.1 2440
NW_020135431.1 2438
NW_020135432.1 2437
NW_020135433.1 2437
NW_020135434.1 2436
NW_020135435.1 2436
NW_020135436.1 2436
NW_020135437.1 2432
NW_020135438.1 2432
NW_020135439.1 2429
NW_020135440.1 2429
NW_020135441.1 2428
NW_020135442.1 2428
NW_020135443.1 2427
NW_020135444.1 2427
NW_020135445.1 2427
NW_020135446.1 2426
NW_020135447.1 2425
NW_020135448.1 2425
NW_020135449.1 2425
NW_020135450.1 2424
NW_020135451.1 2422
NW_020135452.1 2422
NW_020135453.1 2421
NW_020135454.1 2420
NW_020135455.1 2420
NW_020135456.1 2419
NW_020135457.1 2419
NW_020135458.1 2417
NW_020135459.1 2415
NW_020135460.1 2411
NW_020135461.1 2410
NW_020135462.1 2410
NW_020135463.1 2404
NW_020135464.1 2403
NW_020135465.1 2403
NW_020135466.1 2402
NW_020135467.1 2399
NW_020135468.1 2397
NW_020135469.1 2397
NW_020135470.1 2393
NW_020135471.1 2393
NW_020135472.1 2393
NW_020135473.1 2392
NW_020135474.1 2392
NW_020135475.1 2391
NW_020135476.1 2391
NW_020135477.1 2389
NW_020135478.1 2387
NW_020135479.1 2387
NW_020135480.1 2387
NW_020135481.1 2384
NW_020135482.1 2382
NW_020135483.1 2382
NW_020135484.1 4298
NW_020135485.1 2379
NW_020135486.1 2379
NW_020135487.1 2377
NW_020135488.1 2377
NW_020135489.1 2376
NW_020135490.1 2374
NW_020135491.1 2372
NW_020135492.1 2372
NW_020135493.1 2372
NW_020135494.1 2369
NW_020135495.1 2368
NW_020135496.1 2368
NW_020135497.1 2367
NW_020135498.1 2366
NW_020135499.1 2366
NW_020135500.1 2365
NW_020135501.1 2365
NW_020135502.1 5444
NW_020135503.1 10637
NW_020135504.1 2363
NW_020135505.1 2363
NW_020135506.1 2361
NW_020135507.1 2361
NW_020135508.1 2360
NW_020135509.1 2359
NW_020135510.1 2358
NW_020135511.1 2357
NW_020135512.1 2356
NW_020135513.1 2356
NW_020135514.1 2355
NW_020135515.1 2354
NW_020135516.1 2353
NW_020135517.1 2353
NW_020135518.1 2352
NW_020135519.1 2351
NW_020135520.1 2350
NW_020135521.1 2348
NW_020135522.1 2348
NW_020135523.1 2347
NW_020135524.1 2346
NW_020135525.1 2345
NW_020135526.1 2344
NW_020135527.1 2343
NW_020135528.1 2343
NW_020135529.1 2340
NW_020135530.1 2340
NW_020135531.1 2339
NW_020135532.1 2338
NW_020135533.1 2337
NW_020135534.1 2337
NW_020135535.1 2336
NW_020135536.1 2336
NW_020135537.1 2335
NW_020135538.1 2331
NW_020135539.1 2330
NW_020135540.1 2329
NW_020135541.1 2328
NW_020135542.1 2328
NW_020135543.1 2327
NW_020135544.1 2327
NW_020135545.1 2325
NW_020135546.1 2325
NW_020135547.1 2325
NW_020135548.1 2325
NW_020135549.1 2323
NW_020135550.1 2319
NW_020135551.1 2319
NW_020135552.1 2319
NW_020135553.1 2319
NW_020135554.1 2318
NW_020135555.1 2318
NW_020135556.1 2318
NW_020135557.1 2315
NW_020135558.1 2314
NW_020135559.1 2312
NW_020135560.1 2312
NW_020135561.1 2312
NW_020135562.1 2311
NW_020135563.1 2309
NW_020135564.1 2308
NW_020135565.1 2307
NW_020135566.1 2306
NW_020135567.1 2306
NW_020135568.1 2306
NW_020135569.1 2305
NW_020135570.1 2305
NW_020135571.1 2304
NW_020135572.1 2303
NW_020135573.1 2303
NW_020135574.1 2301
NW_020135575.1 2301
NW_020135576.1 2298
NW_020135577.1 2298
NW_020135578.1 2295
NW_020135579.1 2293
NW_020135580.1 2291
NW_020135581.1 2291
NW_020135582.1 2291
NW_020135583.1 2290
NW_020135584.1 2290
NW_020135585.1 2289
NW_020135586.1 2289
NW_020135587.1 2289
NW_020135588.1 2288
NW_020135589.1 2288
NW_020135590.1 2287
NW_020135591.1 2285
NW_020135592.1 2285
NW_020135593.1 2285
NW_020135594.1 2284
NW_020135595.1 2284
NW_020135596.1 2284
NW_020135597.1 2283
NW_020135598.1 2280
NW_020135599.1 2280
NW_020135600.1 2278
NW_020135601.1 2276
NW_020135602.1 2276
NW_020135603.1 2273
NW_020135604.1 2272
NW_020135605.1 2272
NW_020135606.1 2272
NW_020135607.1 2271
NW_020135608.1 2270
NW_020135609.1 2269
NW_020135610.1 2268
NW_020135611.1 2268
NW_020135612.1 2268
NW_020135613.1 2268
NW_020135614.1 2268
NW_020135615.1 2267
NW_020135616.1 2266
NW_020135617.1 2266
NW_020135618.1 2265
NW_020135619.1 2264
NW_020135620.1 2264
NW_020135621.1 2263
NW_020135622.1 2263
NW_020135623.1 2262
NW_020135624.1 2262
NW_020135625.1 2261
NW_020135626.1 2259
NW_020135627.1 2256
NW_020135628.1 2255
NW_020135629.1 2252
NW_020135630.1 2249
NW_020135631.1 2249
NW_020135632.1 2247
NW_020135633.1 2244
NW_020135634.1 2244
NW_020135635.1 2244
NW_020135636.1 2239
NW_020135637.1 2238
NW_020135638.1 2237
NW_020135639.1 2236
NW_020135640.1 2236
NW_020135641.1 2235
NW_020135642.1 2234
NW_020135643.1 2234
NW_020135644.1 2234
NW_020135645.1 2233
NW_020135646.1 2232
NW_020135647.1 2232
NW_020135648.1 2231
NW_020135649.1 2229
NW_020135650.1 2229
NW_020135651.1 2227
NW_020135652.1 2226
NW_020135653.1 2226
NW_020135654.1 2226
NW_020135655.1 2225
NW_020135656.1 2225
NW_020135657.1 2225
NW_020135658.1 2224
NW_020135659.1 2223
NW_020135660.1 2218
NW_020135661.1 2218
NW_020135662.1 2217
NW_020135663.1 2217
NW_020135664.1 2216
NW_020135665.1 2216
NW_020135666.1 2215
NW_020135667.1 2214
NW_020135668.1 2213
NW_020135669.1 2212
NW_020135670.1 2212
NW_020135671.1 2211
NW_020135672.1 2211
NW_020135673.1 2211
NW_020135674.1 2210
NW_020135675.1 2210
NW_020135676.1 2210
NW_020135677.1 2208
NW_020135678.1 2206
NW_020135679.1 2206
NW_020135680.1 2205
NW_020135681.1 2205
NW_020135682.1 2205
NW_020135683.1 2205
NW_020135684.1 2204
NW_020135685.1 2204
NW_020135686.1 2204
NW_020135687.1 2203
NW_020135688.1 2203
NW_020135689.1 2203
NW_020135690.1 2202
NW_020135691.1 2201
NW_020135692.1 2200
NW_020135693.1 2198
NW_020135694.1 2198
NW_020135695.1 2196
NW_020135696.1 2196
NW_020135697.1 2196
NW_020135698.1 2195
NW_020135699.1 2193
NW_020135700.1 2192
NW_020135701.1 2191
NW_020135702.1 2191
NW_020135703.1 2190
NW_020135704.1 2187
NW_020135705.1 2184
NW_020135706.1 2184
NW_020135707.1 2183
NW_020135708.1 2181
NW_020135709.1 2180
NW_020135710.1 2179
NW_020135711.1 2179
NW_020135712.1 2179
NW_020135713.1 2179
NW_020135714.1 2178
NW_020135715.1 2174
NW_020135716.1 2174
NW_020135717.1 2171
NW_020135718.1 2171
NW_020135719.1 2170
NW_020135720.1 2170
NW_020135721.1 2170
NW_020135722.1 2169
NW_020135723.1 2168
NW_020135724.1 2168
NW_020135725.1 2168
NW_020135726.1 2167
NW_020135727.1 2166
NW_020135728.1 2165
NW_020135729.1 2165
NW_020135730.1 2164
NW_020135731.1 2164
NW_020135732.1 2163
NW_020135733.1 2162
NW_020135734.1 2161
NW_020135735.1 2159
NW_020135736.1 2158
NW_020135737.1 2157
NW_020135738.1 2155
NW_020135739.1 3720
NW_020135740.1 2154
NW_020135741.1 2154
NW_020135742.1 2153
NW_020135743.1 2153
NW_020135744.1 3051
NW_020135745.1 2152
NW_020135746.1 2151
NW_020135747.1 2151
NW_020135748.1 2151
NW_020135749.1 2151
NW_020135750.1 2151
NW_020135751.1 2150
NW_020135752.1 2149
NW_020135753.1 2149
NW_020135754.1 2148
NW_020135755.1 2147
NW_020135756.1 2145
NW_020135757.1 2144
NW_020135758.1 2143
NW_020135759.1 2143
NW_020135760.1 2142
NW_020135761.1 2142
NW_020135762.1 2139
NW_020135763.1 2139
NW_020135764.1 2137
NW_020135765.1 2136
NW_020135766.1 2135
NW_020135767.1 2135
NW_020135768.1 2135
NW_020135769.1 2135
NW_020135770.1 2133
NW_020135771.1 2133
NW_020135772.1 2133
NW_020135773.1 2132
NW_020135774.1 2131
NW_020135775.1 2130
NW_020135776.1 2129
NW_020135777.1 2129
NW_020135778.1 2128
NW_020135779.1 2127
NW_020135780.1 2127
NW_020135781.1 2127
NW_020135782.1 2126
NW_020135783.1 2126
NW_020135784.1 2125
NW_020135785.1 2124
NW_020135786.1 2124
NW_020135787.1 2123
NW_020135788.1 2120
NW_020135789.1 2120
NW_020135790.1 2120
NW_020135791.1 2120
NW_020135792.1 2118
NW_020135793.1 2117
NW_020135794.1 5094
NW_020135795.1 2115
NW_020135796.1 2115
NW_020135797.1 2114
NW_020135798.1 2114
NW_020135799.1 2114
NW_020135800.1 2114
NW_020135801.1 2114
NW_020135802.1 2114
NW_020135803.1 2113
NW_020135804.1 2113
NW_020135805.1 2110
NW_020135806.1 2109
NW_020135807.1 2108
NW_020135808.1 2108
NW_020135809.1 2106
NW_020135810.1 2102
NW_020135811.1 2102
NW_020135812.1 2101
NW_020135813.1 2101
NW_020135814.1 2101
NW_020135815.1 2101
NW_020135816.1 2101
NW_020135817.1 2100
NW_020135818.1 2100
NW_020135819.1 2100
NW_020135820.1 2099
NW_020135821.1 16259
NW_020135822.1 2098
NW_020135823.1 2098
NW_020135824.1 2097
NW_020135825.1 2097
NW_020135826.1 2097
NW_020135827.1 8717
NW_020135828.1 2095
NW_020135829.1 2095
NW_020135830.1 2094
NW_020135831.1 2092
NW_020135832.1 2092
NW_020135833.1 2091
NW_020135834.1 2091
NW_020135835.1 2090
NW_020135836.1 2090
NW_020135837.1 2089
NW_020135838.1 2086
NW_020135839.1 2084
NW_020135840.1 2084
NW_020135841.1 2084
NW_020135842.1 2083
NW_020135843.1 2083
NW_020135844.1 2083
NW_020135845.1 2083
NW_020135846.1 2082
NW_020135847.1 2081
NW_020135848.1 2080
NW_020135849.1 2080
NW_020135850.1 2079
NW_020135851.1 2079
NW_020135852.1 2077
NW_020135853.1 2077
NW_020135854.1 2076
NW_020135855.1 2075
NW_020135856.1 2074
NW_020135857.1 2074
NW_020135858.1 2074
NW_020135859.1 2073
NW_020135860.1 2073
NW_020135861.1 2072
NW_020135862.1 2071
NW_020135863.1 2071
NW_020135864.1 2071
NW_020135865.1 2071
NW_020135866.1 2071
NW_020135867.1 2071
NW_020135868.1 2070
NW_020135869.1 2070
NW_020135870.1 2069
NW_020135871.1 2068
NW_020135872.1 2068
NW_020135873.1 2068
NW_020135874.1 2067
NW_020135875.1 2067
NW_020135876.1 2067
NW_020135877.1 2065
NW_020135878.1 2065
NW_020135879.1 2063
NW_020135880.1 2062
NW_020135881.1 2062
NW_020135882.1 2061
NW_020135883.1 2060
NW_020135884.1 2059
NW_020135885.1 2058
NW_020135886.1 2058
NW_020135887.1 2057
NW_020135888.1 2053
NW_020135889.1 2052
NW_020135890.1 2052
NW_020135891.1 2052
NW_020135892.1 2052
NW_020135893.1 2051
NW_020135894.1 2050
NW_020135895.1 2050
NW_020135896.1 2049
NW_020135897.1 2049
NW_020135898.1 2049
NW_020135899.1 2049
NW_020135900.1 2047
NW_020135901.1 2047
NW_020135902.1 2047
NW_020135903.1 2047
NW_020135904.1 2047
NW_020135905.1 2046
NW_020135906.1 2046
NW_020135907.1 2045
NW_020135908.1 2045
NW_020135909.1 2045
NW_020135910.1 2043
NW_020135911.1 2043
NW_020135912.1 2043
NW_020135913.1 2042
NW_020135914.1 2042
NW_020135915.1 2042
NW_020135916.1 2042
NW_020135917.1 2042
NW_020135918.1 2041
NW_020135919.1 2041
NW_020135920.1 2041
NW_020135921.1 2041
NW_020135922.1 2040
NW_020135923.1 2039
NW_020135924.1 2038
NW_020135925.1 2038
NW_020135926.1 2038
NW_020135927.1 2037
NW_020135928.1 2037
NW_020135929.1 2035
NW_020135930.1 2035
NW_020135931.1 2035
NW_020135932.1 2034
NW_020135933.1 2034
NW_020135934.1 2033
NW_020135935.1 2032
NW_020135936.1 2030
NW_020135937.1 10074
NW_020135938.1 2029
NW_020135939.1 2029
NW_020135940.1 2028
NW_020135941.1 2028
NW_020135942.1 2027
NW_020135943.1 2027
NW_020135944.1 2027
NW_020135945.1 2026
NW_020135946.1 2026
NW_020135947.1 2024
NW_020135948.1 2024
NW_020135949.1 2022
NW_020135950.1 2022
NW_020135951.1 2021
NW_020135952.1 2021
NW_020135953.1 2020
NW_020135954.1 2020
NW_020135955.1 2019
NW_020135956.1 2018
NW_020135957.1 2018
NW_020135958.1 2018
NW_020135959.1 2017
NW_020135960.1 2017
NW_020135961.1 2016
NW_020135962.1 2015
NW_020135963.1 2014
NW_020135964.1 2013
NW_020135965.1 2013
NW_020135966.1 2013
NW_020135967.1 2011
NW_020135968.1 2010
NW_020135969.1 2010
NW_020135970.1 2009
NW_020135971.1 2009
NW_020135972.1 2008
NW_020135973.1 2008
NW_020135974.1 2007
NW_020135975.1 2006
NW_020135976.1 2005
NW_020135977.1 2004
NW_020135978.1 2003
NW_020135979.1 2003
NW_020135980.1 2002
NW_020135981.1 2002
NW_020135982.1 2002
NW_020135983.1 2001
NW_020135984.1 2001
NW_020135985.1 1999
NW_020135986.1 1999
NW_020135987.1 1996
NW_020135988.1 1996
NW_020135989.1 1996
NW_020135990.1 1996
NW_020135991.1 1995
NW_020135992.1 1994
NW_020135993.1 1994
NW_020135994.1 1993
NW_020135995.1 3708
NW_020135996.1 1992
NW_020135997.1 1991
NW_020135998.1 1991
NW_020135999.1 1991
NW_020136000.1 1991
NW_020136001.1 1990
NW_020136002.1 1989
NW_020136003.1 1989
NW_020136004.1 1989
NW_020136005.1 1988
NW_020136006.1 1988
NW_020136007.1 1986
NW_020136008.1 1986
NW_020136009.1 1986
NW_020136010.1 1985
NW_020136011.1 1985
NW_020136012.1 1983
NW_020136013.1 1983
NW_020136014.1 1982
NW_020136015.1 1982
NW_020136016.1 1981
NW_020136017.1 1981
NW_020136018.1 1981
NW_020136019.1 1981
NW_020136020.1 1981
NW_020136021.1 1980
NW_020136022.1 1980
NW_020136023.1 1980
NW_020136024.1 1980
NW_020136025.1 1978
NW_020136026.1 1977
NW_020136027.1 1977
NW_020136028.1 1977
NW_020136029.1 1977
NW_020136030.1 1977
NW_020136031.1 1976
NW_020136032.1 1976
NW_020136033.1 1975
NW_020136034.1 1975
NW_020136035.1 1975
NW_020136036.1 1974
NW_020136037.1 1973
NW_020136038.1 1973
NW_020136039.1 1973
NW_020136040.1 1973
NW_020136041.1 1972
NW_020136042.1 1972
NW_020136043.1 1971
NW_020136044.1 1970
NW_020136045.1 1969
NW_020136046.1 1969
NW_020136047.1 1969
NW_020136048.1 1969
NW_020136049.1 1967
NW_020136050.1 1966
NW_020136051.1 1966
NW_020136052.1 1966
NW_020136053.1 1966
NW_020136054.1 1965
NW_020136055.1 1965
NW_020136056.1 1965
NW_020136057.1 1965
NW_020136058.1 1964
NW_020136059.1 1963
NW_020136060.1 1962
NW_020136061.1 1962
NW_020136062.1 1961
NW_020136063.1 1961
NW_020136064.1 1961
NW_020136065.1 1960
NW_020136066.1 1959
NW_020136067.1 1959
NW_020136068.1 1959
NW_020136069.1 1959
NW_020136070.1 43170
NW_020136071.1 1958
NW_020136072.1 1958
NW_020136073.1 1958
NW_020136074.1 1957
NW_020136075.1 1956
NW_020136076.1 1956
NW_020136077.1 1956
NW_020136078.1 1956
NW_020136079.1 1956
NW_020136080.1 1956
NW_020136081.1 1955
NW_020136082.1 1955
NW_020136083.1 1955
NW_020136084.1 1954
NW_020136085.1 1954
NW_020136086.1 1954
NW_020136087.1 1954
NW_020136088.1 1954
NW_020136089.1 1953
NW_020136090.1 1953
NW_020136091.1 8345
NW_020136092.1 4665
NW_020136093.1 1952
NW_020136094.1 1952
NW_020136095.1 1951
NW_020136096.1 1951
NW_020136097.1 1951
NW_020136098.1 1950
NW_020136099.1 1949
NW_020136100.1 1949
NW_020136101.1 1949
NW_020136102.1 1949
NW_020136103.1 1948
NW_020136104.1 1947
NW_020136105.1 1947
NW_020136106.1 1945
NW_020136107.1 1945
NW_020136108.1 1945
NW_020136109.1 1944
NW_020136110.1 1943
NW_020136111.1 1943
NW_020136112.1 1943
NW_020136113.1 1943
NW_020136114.1 1943
NW_020136115.1 1942
NW_020136116.1 1942
NW_020136117.1 1942
NW_020136118.1 4645
NW_020136119.1 7785
NW_020136120.1 1942
NW_020136121.1 1941
NW_020136122.1 1940
NW_020136123.1 1940
NW_020136124.1 1940
NW_020136125.1 1940
NW_020136126.1 1940
NW_020136127.1 1937
NW_020136128.1 1937
NW_020136129.1 1937
NW_020136130.1 1936
NW_020136131.1 1935
NW_020136132.1 1935
NW_020136133.1 1933
NW_020136134.1 1932
NW_020136135.1 1932
NW_020136136.1 1932
NW_020136137.1 1932
NW_020136138.1 1931
NW_020136139.1 1931
NW_020136140.1 1931
NW_020136141.1 1929
NW_020136142.1 1929
NW_020136143.1 1928
NW_020136144.1 1928
NW_020136145.1 1928
NW_020136146.1 1927
NW_020136147.1 1926
NW_020136148.1 1926
NW_020136149.1 1924
NW_020136150.1 1924
NW_020136151.1 1923
NW_020136152.1 1923
NW_020136153.1 1923
NW_020136154.1 1922
NW_020136155.1 1922
NW_020136156.1 1921
NW_020136157.1 1921
NW_020136158.1 1921
NW_020136159.1 1921
NW_020136160.1 1920
NW_020136161.1 1920
NW_020136162.1 1919
NW_020136163.1 1919
NW_020136164.1 1919
NW_020136165.1 1917
NW_020136166.1 1917
NW_020136167.1 1916
NW_020136168.1 1916
NW_020136169.1 1916
NW_020136170.1 1915
NW_020136171.1 1915
NW_020136172.1 1915
NW_020136173.1 1915
NW_020136174.1 1914
NW_020136175.1 1914
NW_020136176.1 1914
NW_020136177.1 1913
NW_020136178.1 1913
NW_020136179.1 1913
NW_020136180.1 1912
NW_020136181.1 1912
NW_020136182.1 1911
NW_020136183.1 1911
NW_020136184.1 1910
NW_020136185.1 1909
NW_020136186.1 1908
NW_020136187.1 1907
NW_020136188.1 1906
NW_020136189.1 1906
NW_020136190.1 1905
NW_020136191.1 1904
NW_020136192.1 1904
NW_020136193.1 1904
NW_020136194.1 1903
NW_020136195.1 1902
NW_020136196.1 1901
NW_020136197.1 1900
NW_020136198.1 1900
NW_020136199.1 1900
NW_020136200.1 1900
NW_020136201.1 1899
NW_020136202.1 4023
NW_020136203.1 1897
NW_020136204.1 1897
NW_020136205.1 1896
NW_020136206.1 1896
NW_020136207.1 1895
NW_020136208.1 1895
NW_020136209.1 1894
NW_020136210.1 1894
NW_020136211.1 1894
NW_020136212.1 1894
NW_020136213.1 1893
NW_020136214.1 1893
NW_020136215.1 1892
NW_020136216.1 1892
NW_020136217.1 1892
NW_020136218.1 1892
NW_020136219.1 1892
NW_020136220.1 1892
NW_020136221.1 1891
NW_020136222.1 1891
NW_020136223.1 1890
NW_020136224.1 1890
NW_020136225.1 10526
NW_020136226.1 1890
NW_020136227.1 1889
NW_020136228.1 1889
NW_020136229.1 1889
NW_020136230.1 1889
NW_020136231.1 1888
NW_020136232.1 1887
NW_020136233.1 1886
NW_020136234.1 1886
NW_020136235.1 1886
NW_020136236.1 1885
NW_020136237.1 1884
NW_020136238.1 1883
NW_020136239.1 1883
NW_020136240.1 1883
NW_020136241.1 1882
NW_020136242.1 1882
NW_020136243.1 1881
NW_020136244.1 1881
NW_020136245.1 1881
NW_020136246.1 1881
NW_020136247.1 1881
NW_020136248.1 1880
NW_020136249.1 1880
NW_020136250.1 1879
NW_020136251.1 1879
NW_020136252.1 1879
NW_020136253.1 1879
NW_020136254.1 1879
NW_020136255.1 1877
NW_020136256.1 1876
NW_020136257.1 1876
NW_020136258.1 1875
NW_020136259.1 1874
NW_020136260.1 1874
NW_020136261.1 1873
NW_020136262.1 1873
NW_020136263.1 1872
NW_020136264.1 1872
NW_020136265.1 1871
NW_020136266.1 1870
NW_020136267.1 1869
NW_020136268.1 1868
NW_020136269.1 1868
NW_020136270.1 1868
NW_020136271.1 1868
NW_020136272.1 1867
NW_020136273.1 1867
NW_020136274.1 1866
NW_020136275.1 1866
NW_020136276.1 1866
NW_020136277.1 1866
NW_020136278.1 1866
NW_020136279.1 1865
NW_020136280.1 1865
NW_020136281.1 1865
NW_020136282.1 1865
NW_020136283.1 1864
NW_020136284.1 1864
NW_020136285.1 1862
NW_020136286.1 1862
NW_020136287.1 1861
NW_020136288.1 1861
NW_020136289.1 1861
NW_020136290.1 1860
NW_020136291.1 1860
NW_020136292.1 1859
NW_020136293.1 1859
NW_020136294.1 1858
NW_020136295.1 1858
NW_020136296.1 1858
NW_020136297.1 1857
NW_020136298.1 1856
NW_020136299.1 1856
NW_020136300.1 1855
NW_020136301.1 1854
NW_020136302.1 1853
NW_020136303.1 1853
NW_020136304.1 1852
NW_020136305.1 1852
NW_020136306.1 1852
NW_020136307.1 1851
NW_020136308.1 1851
NW_020136309.1 1851
NW_020136310.1 1851
NW_020136311.1 1849
NW_020136312.1 1849
NW_020136313.1 1849
NW_020136314.1 1849
NW_020136315.1 1848
NW_020136316.1 1848
NW_020136317.1 1848
NW_020136318.1 1847
NW_020136319.1 1845
NW_020136320.1 1845
NW_020136321.1 1845
NW_020136322.1 1845
NW_020136323.1 1844
NW_020136324.1 1844
NW_020136325.1 1844
NW_020136326.1 1844
NW_020136327.1 1843
NW_020136328.1 1843
NW_020136329.1 1843
NW_020136330.1 1843
NW_020136331.1 1842
NW_020136332.1 14809
NW_020136333.1 1842
NW_020136334.1 1841
NW_020136335.1 1841
NW_020136336.1 1839
NW_020136337.1 1839
NW_020136338.1 1839
NW_020136339.1 1838
NW_020136340.1 4130
NW_020136341.1 1837
NW_020136342.1 1837
NW_020136343.1 1837
NW_020136344.1 1837
NW_020136345.1 1836
NW_020136346.1 1836
NW_020136347.1 1834
NW_020136348.1 1832
NW_020136349.1 1832
NW_020136350.1 1831
NW_020136351.1 1831
NW_020136352.1 1831
NW_020136353.1 1831
NW_020136354.1 1830
NW_020136355.1 1829
NW_020136356.1 1829
NW_020136357.1 1827
NW_020136358.1 1827
NW_020136359.1 1826
NW_020136360.1 1825
NW_020136361.1 1825
NW_020136362.1 1824
NW_020136363.1 1823
NW_020136364.1 1823
NW_020136365.1 1823
NW_020136366.1 1822
NW_020136367.1 1822
NW_020136368.1 1821
NW_020136369.1 1821
NW_020136370.1 1820
NW_020136371.1 1820
NW_020136372.1 1819
NW_020136373.1 1819
NW_020136374.1 1819
NW_020136375.1 1819
NW_020136376.1 1818
NW_020136377.1 1817
NW_020136378.1 1815
NW_020136379.1 1815
NW_020136380.1 1815
NW_020136381.1 1814
NW_020136382.1 1814
NW_020136383.1 1814
NW_020136384.1 1814
NW_020136385.1 1812
NW_020136386.1 1812
NW_020136387.1 1812
NW_020136388.1 1811
NW_020136389.1 1811
NW_020136390.1 1811
NW_020136391.1 1810
NW_020136392.1 1810
NW_020136393.1 1810
NW_020136394.1 1808
NW_020136395.1 1807
NW_020136396.1 1807
NW_020136397.1 1807
NW_020136398.1 1806
NW_020136399.1 1806
NW_020136400.1 1805
NW_020136401.1 1805
NW_020136402.1 1805
NW_020136403.1 1805
NW_020136404.1 1804
NW_020136405.1 1802
NW_020136406.1 1802
NW_020136407.1 1802
NW_020136408.1 1801
NW_020136409.1 1801
NW_020136410.1 1801
NW_020136411.1 1801
NW_020136412.1 1801
NW_020136413.1 1800
NW_020136414.1 1798
NW_020136415.1 1798
NW_020136416.1 1798
NW_020136417.1 1798
NW_020136418.1 1798
NW_020136419.1 1797
NW_020136420.1 1797
NW_020136421.1 1797
NW_020136422.1 1797
NW_020136423.1 1796
NW_020136424.1 1796
NW_020136425.1 1796
NW_020136426.1 1796
NW_020136427.1 1796
NW_020136428.1 1795
NW_020136429.1 1795
NW_020136430.1 12589
NW_020136431.1 1795
NW_020136432.1 1795
NW_020136433.1 1793
NW_020136434.1 1793
NW_020136435.1 1793
NW_020136436.1 1792
NW_020136437.1 1792
NW_020136438.1 1792
NW_020136439.1 1792
NW_020136440.1 1792
NW_020136441.1 1791
NW_020136442.1 1791
NW_020136443.1 1790
NW_020136444.1 1790
NW_020136445.1 1789
NW_020136446.1 1789
NW_020136447.1 1789
NW_020136448.1 1789
NW_020136449.1 1789
NW_020136450.1 1789
NW_020136451.1 1788
NW_020136452.1 1788
NW_020136453.1 1788
NW_020136454.1 1787
NW_020136455.1 1787
NW_020136456.1 1787
NW_020136457.1 1787
NW_020136458.1 1787
NW_020136459.1 1787
NW_020136460.1 1785
NW_020136461.1 1785
NW_020136462.1 1785
NW_020136463.1 1785
NW_020136464.1 1784
NW_020136465.1 1784
NW_020136466.1 1784
NW_020136467.1 1783
NW_020136468.1 1782
NW_020136469.1 1782
NW_020136470.1 1782
NW_020136471.1 1782
NW_020136472.1 1782
NW_020136473.1 1781
NW_020136474.1 1781
NW_020136475.1 1781
NW_020136476.1 1781
NW_020136477.1 1781
NW_020136478.1 1780
NW_020136479.1 1780
NW_020136480.1 1780
NW_020136481.1 1780
NW_020136482.1 1779
NW_020136483.1 1779
NW_020136484.1 1779
NW_020136485.1 1778
NW_020136486.1 1777
NW_020136487.1 1776
NW_020136488.1 1776
NW_020136489.1 1776
NW_020136490.1 1776
NW_020136491.1 1775
NW_020136492.1 1775
NW_020136493.1 1775
NW_020136494.1 1774
NW_020136495.1 1774
NW_020136496.1 1774
NW_020136497.1 1774
NW_020136498.1 1773
NW_020136499.1 1773
NW_020136500.1 1773
NW_020136501.1 1773
NW_020136502.1 4015
NW_020136503.1 1772
NW_020136504.1 1772
NW_020136505.1 1770
NW_020136506.1 1770
NW_020136507.1 1770
NW_020136508.1 1770
NW_020136509.1 1768
NW_020136510.1 1768
NW_020136511.1 1768
NW_020136512.1 1767
NW_020136513.1 1767
NW_020136514.1 1767
NW_020136515.1 1766
NW_020136516.1 1765
NW_020136517.1 1765
NW_020136518.1 1764
NW_020136519.1 1764
NW_020136520.1 1763
NW_020136521.1 1763
NW_020136522.1 1762
NW_020136523.1 1762
NW_020136524.1 4433
NW_020136525.1 1761
NW_020136526.1 1761
NW_020136527.1 1760
NW_020136528.1 19833
NW_020136529.1 1760
NW_020136530.1 1760
NW_020136531.1 1759
NW_020136532.1 1759
NW_020136533.1 1758
NW_020136534.1 1758
NW_020136535.1 1758
NW_020136536.1 1757
NW_020136537.1 1756
NW_020136538.1 1756
NW_020136539.1 1756
NW_020136540.1 1756
NW_020136541.1 1755
NW_020136542.1 1755
NW_020136543.1 1755
NW_020136544.1 8258
NW_020136545.1 1754
NW_020136546.1 1753
NW_020136547.1 1753
NW_020136548.1 1752
NW_020136549.1 1752
NW_020136550.1 1752
NW_020136551.1 1750
NW_020136552.1 1749
NW_020136553.1 1749
NW_020136554.1 1748
NW_020136555.1 1748
NW_020136556.1 1747
NW_020136557.1 1746
NW_020136558.1 1746
NW_020136559.1 1746
NW_020136560.1 1745
NW_020136561.1 1745
NW_020136562.1 1743
NW_020136563.1 1743
NW_020136564.1 1741
NW_020136565.1 1741
NW_020136566.1 8286
NW_020136567.1 1739
NW_020136568.1 1739
NW_020136569.1 1739
NW_020136570.1 1738
NW_020136571.1 1738
NW_020136572.1 1738
NW_020136573.1 1738
NW_020136574.1 1738
NW_020136575.1 1737
NW_020136576.1 1736
NW_020136577.1 1736
NW_020136578.1 1735
